screen_name,text,polarity,,,
flowerslugs,i kinda wnna wake up early but that has never actually happened out of my own motivation so,negative,,,
Suicidal___Soul,"I kissed the scars on her skin,
I still think you're beautiful..",positive,,,
thebradillac,I know you're better off without me. That's why it hurts so much.,negative,,,
tdawsonauthor,"I Love H.p. Mallory's writing. HUGE FAN. Her first book of a new series, Better Off Dead, is FREE right now on... http://fb.me/27QEEyXMI ",positive,,,
Fuzzfosk,I m gonna be dead at work tomoz I blame @ShaneFilan,negative,,,
pacourr19,I may have fucked up but atleast I gave it my all I'm just tired and want to go to sleep forever fuck all this love bullshit,negative,,,
vxthxvii,"I might seem like a tough person but trust me if you say one thing, I'll remember it forever and I'll cry myself to sleep every night",negative,,,
Msowana,I miss her you know but she is better off without me,negative,,,
OllieOgley,I miss him but he's better off without me. And that's a fact.,negative,,,
laurenofthesea,I must admit I'm not looking forward to living out of a suitcase for 5 days but it'll be worth it for @Architectsuk,negative,,,
KatieLouDowner,"I need to be up at like 8, pretty sure i'll basically be dead",negative,,,
Youngg__Papi,I need to go to sleep been up forever,negative,,,
_piecesoftee_,I need to go to sleep I do gave a game to go to at 1 and it takes me forever to get ready,positive,,,
jordan_danieIIe,I need to make sure I end up marrying a mlb player bc my life won't be complete without weekly shopping trips.,negative,,,
tkminajj,I never get the opportunity to fulfill the duties of a senior by being able to nap after school. The one time I do I wake up pissed. Great,negative,,,
spentorious,I never know if I should wake up my friends when they fall asleep....,negative,,,
Herbal_Suicide,I never start wat I dont plan to finish #DontFoolYourself,negative,,,
_itsRiio,I never take naps anymore so when I do I always wake up confused and lost,negative,,,
leimigz,I never thought I would wake up with this tender heart :),positive,,,
CH4MILLS,"I never thought I'd die alone, I laughed the loudest, who'd have known",negative,,,
LovesPopPunk,"I never thought I'd die
alone
I laughed the loudest who'd
have known? #blink182",negative,,,
Shortayyyyyyyy,I noticed that people's lives are better off without me in them.,negative,,,
HeiserIV,i only have 5 cigarettes left this is my suicide note,negative,,,
NeverlandNipple,I plan my suicide and exactly how I will do it. But I can never go through with it.,negative,,,
LordBreezus_,I plan on dying from either suicide or some dumb shit,negative,,,
takinghorizons,I plan on watching Suicide Room. Loved it the first time. It should be fun and heartbreaking. I think I'll watch pewdiepie after,positive,,,
marvin23jr,I rather die alone than be stuck with a fat girl.,negative,,,
ndia_i,I Rather Know That My Father Is Dead Than To Wake Up Every Day Knowing He NEVER Cared !,negative,,,
GloryBoy_Franco,I ready to jump in one pool ATM,positive,,,
Zulubibi,"I really don't sleep! Forever go to sleep late, wake up early.",negative,,,
lylasmetria,I really need to sleep forever because im so tired and sad bc yesterday,negative,,,
cas_mariee,I really want to play with Dan's hair before I die. Im determined lool,negative,,,
NSingerDebtPaid,I remember thinking how much better off my daughter would be without me and all my #DEBTS. CALL /Enroll FREE TODAY! http://DebtFreeAmerica.com ,negative,,,
VirgiSocas,"I remember thinking, the world would be better off without me.",negative,,,
_Est_98K,I said fuck coke and now Im snorting Hitlers ashes....I plan on either dying for suicide.....Drop the beat here to make it extra climactic,negative,,,
vnvzmvn,I said it before and i say it again . If you think you're alive then you better off dead .,negative,,,
connie_ens,I said it before so I'll say it again if you think you're alive then youre better off dead #bmth,positive,,,
010519_,I said: Do you want me to die? I'm hungry and you don't care I see. If I die on your couch right now. Take me to get food now women!,negative,,,
ivorilili,"I seriously need someone to smack me with a shovel, so I can finally go to sleep...then again, I wouldn't want to go to sleep forever.",negative,,,
eliseemcgovern,I seriously think I'm going to die. I've had a fever for 3 straight days in a row. I just want to get better,negative,,,
M_______LO,"I shared my life with you brother. youve been my friend.. You say we're not like the others, but still we must die.. all things must end.",negative,,,
LopezAC_,I should go to sleep forever.,negative,,,
ChelsJanrie,I should really sleep..My sleeping schedule is fucked. I haven't gotten a good night sleep in forever!,negative,,,
X0X0mal,"i sing way too often..
if i actually had friends to be around they'd probably kill me bc I even annoy myself",negative,,,
blackranger241,I sometimes wonder. If the world would ever notice if I'm gone or better off without me.,negative,,,
Ralph_LaurenR_,I suppose you're better off without me...,negative,,,
imapeachhh,I swear if people don't wake me up if never wake up from my naps,negative,,,
katvenchy,"I swear I'm having a bad week or some shit. Nothing has been going right for me, smh I'm bout ready to jump off a fucking cliff",negative,,,
KiaraMichelle_,I swear it takes me forever to go to sleep.,negative,,,
onlyme1206,I swear ke'von take forever to go to sleep,negative,,,
Victoria0lsen,I swear with my record I'm going to die alone,negative,,,
QTH21,I tell u what I'm tired of living in a big ass city I want my 2 stop light town back #smallliving #homesick,negative,,,
_ily_ariana_,I think everyone would just be better off without me see.,negative,,,
MandaElSquirrel,I think id kill myself if I had to come into school at 8:00 instead of 8:50.,negative,,,
_saraalbach,I think I'll just go to sleep forever now.,negative,,,
jayymo1,I think I'll kill myself tonight and deal with the consequences tomorrow.,positive,,,
lunandiaz_,I think I'm really just tired of living around here and all the same people,negative,,,
BLUNT_Forever,I think I'm the only person that didn't go home and go to sleep after that sleepover,negative,,,
cait_mcmanusx,I think my mom actually wants me to kill myself ??,negative,,,
SteevUmc,I think my remaining brain cells just crashed into each other head on in a suicide pact.,negative,,,
_jaimecjm,I think people are better off without me because all I bring is misery.,negative,,,
its_ilean,I think the end of my life is near. My head has never hurt this much before.,negative,,,
CarpeDi_,"I told my sister as i kissed her chick, I'm better off dead....fuckn with this white, it's all been down hill like a sled",negative,,,
jrgilbert3,I took a buzz feed quiz about what pet i should actually own and I got a FERRET p.s. this is my suicide note,positive,,,
mchlscarat,"I try to sleep now, it's so late ugh
Good night my angel, I love you forever  @justinbieber",positive,,,
VLittleMermaid,I wake up every evening with a big smile on my face and it never feels out of place,positive,,,
BaileyRose82,"I wake up every evening
 With a big smile on my face
 And it never feels out of place
 And you're still probably... http://fb.me/2pGDe7yLe ",positive,,,
TiffanyMarzouq,I wanna die doing something important I want to be remembered not just put in the grave and my only memory is my gravestone,negative,,,
Kayleigh_May26,I wanna die my hair and just go crazy but i dont wanna do it alone... So who's up for it?,negative,,,
irwinblvd,I wanna fucking die my family would probably be better off without me,negative,,,
Sadai_TM,I wanna go to sleep & never wake up.,negative,,,
kelsiconahan,I wanna go to sleep forever,negative,,,
Frvncoxo,"I wanna go to sleep, this class taking forever. ?",negative,,,
amywald3jb,I wanna kill myself,negative,,,
lovee_bugss,i wanna kill myself rn im so done with everythinf and everyone,negative,,,
baileyrosepenny,I wanna sleep forever..,negative,,,
seowoo05,I wanna suicide..,negative,,,
zaccastillo_,I wanna take a journey to the end of my life 'cause I wanna see what it's like. pic.twitter.com/NY8ow44F8m,negative,,,
fabsmagabsss,I wanna take back all the shit that I have done but I guess you're better off without me,negative,,,
lustchildd,I want my life to end so badly,negative,,,
JenVino1,"I want one of those slides they were on during the end credits of Sesame Street. One of my life goals, actually.

#moms #humor",positive,,,
_lexipalmer,I want starbucks and to go to sleep forever,positive,,,
Pride_Poverty,I want to be a Suicide Girl. And that's my plan. And if you don't like that then bye.,negative,,,
hospitxl4souls,I WANT TO BE CUDDLED AND SLEEP FOREVER,positive,,,
GaabiiOsooriio,I want to die :(,negative,,,
Blink8123,I WANT TO DIE BUT I CANT BC CONCERTS?¿¿,negative,,,
TheDanRandall,I want to end my life  I'm so stupid,negative,,,
jared_viator,I want to fall asleep and never ever ever wake the fuck back up.,negative,,,
OhsnapMelody,I want to fall in love. I want a love worth fighting for. A love that never dies. #endlesslove is what I want???,positive,,,
ruinedwrist,"I want to feel a knife against my throat, the pills in my mouth & the suicide note on my chest.",negative,,,
_captainhook,I want to go be cuddle up and cuffed but forreal I just want to stay in my bed and sleep forever lmao,negative,,,
flexican110,I want to go to a man utd or arsenal football game with @papasambasagna before I die,negative,,,
bellaco75798759,I want to go to sleep and dream forever and always and never wake up,negative,,,
harryandlou_x,I want to go to sleep and never wake up.,negative,,,
_FruitTwist,I want to go to sleep forever,negative,,,
lightskin512,I want to go to sleep forever,negative,,,
crossfit_EM,I want to kill myself,negative,,,
FancieMacCure,I want to kill the sexiest person alive… But suicide is a crime.,negative,,,
nihal_tark,I want to sleep and never wake up again.,negative,,,
caitlinbirdsey,i want to sleep forever and ever that would be good,positive,,,
kaitbxwen,I want to sleep forever ser,negative,,,
kaychapps,I want to sleep forever.,negative,,,
PIZZA_LOAD,i want to sleep so bad but im forever hungry,negative,,,
clarkewests,I WANT TO WATCH THE AMAZING SPIDERMAN 2 AND CAPTAIN AMERICA THE WINTER SOLDIER SO BAD IM GOING TO DIE,positive,,,
PaperOVAPussyy,"I was born alone . 
I stand alone .
I will die alone ... http://instagram.com/p/k5fEuYsIUE/ ",negative,,,
_______kenzie,I was sleep forever ..,negative,,,
beardedbiker_,i was so flipping tired I was knocked out on the living room floor in front of my drums,negative,,,
gomezcigarettes,i was supposed to see my crush today but nah because im sick af i hate life im gonna write a suicide letter,negative,,,
Ietitdie,"I wasn't really one to plan a ""suicide date"" or whatever but idek",negative,,,
RumorBlaze,I watched a video on YouTube yesterday and in the end I felt sad and just sat there rethinking my life http://m.youtube.com/watch?v=LPr-RpuMTbc …,negative,,,
_sunshinelovato,I will actually be dead soon hopefully these kick in soon,positive,,,
FiorellaRizzo,I will be chasing your starlight until the end of my life.,negative,,,
mahershmallow,"I will forever go to sleep every night, hoping I magically wake up having transformed into this.  pic.twitter.com/ApWSLUoNM2",negative,,,
keir_shields,"I will get myself through all this, even if it goddam kills me I will",negative,,,
_ThatErik,I will hate to die old and alone,negative,,,
Courtz1906,I wish I could go sleep and never wake up sometimes,negative,,,
kaylasalerno36,I wish I could just sleep forever,negative,,,
gina_anne_,i wish i could sleep forever,negative,,,
alyxmuldowney,I wish there was an outlet close to where I'm sitting rn because my phone's about to die and I don't want to move,negative,,,
Tricky__Rikki,I wish we could all just sleep forever.,negative,,,
cheyenneee__,I wish you could save me because I’m standing of the edge but loving you was suicide …,negative,,,
prfm4lyf,i wonder how my parents would react to my suicidal(ness) hahah but I feel like they have those thoughts too,negative,,,
Keishaaah,I would probably have committed suicide if I got pregnant when I was... Yeah.,negative,,,
nikhagbex,I would probably kill my dog for a slice of Jack's supreme and a large coke. I'll just be here drinking broth though. Suicide note to follow,negative,,,
tarynrenee_17,I write a status about being thankful for my family...and they say it sounded like a suicide letter. #areyouserious ?,negative,,,
_getmeout_,"I wrote my suicide letter
Its very poetic",negative,,,
damn_delirious,i'd be better off dead tbh,negative,,,
Sportsfeeder1,"I'd die. I'd probably die if you asked me to do any of these single tasks, let alone them combined.",negative,,,
sarafinoo_,"I'd hold you closer than I ever did before
And you'd never slip away
And you'd never hear me say
I wish that I could wake up with Amnesia",negative,,,
jusxinn,id honestly kill myself if i wore jordan's tbh.,negative,,,
CosmoGeek,I'd love to freeze time right now so i could live in this state of mind forever and be this happy. I don't want to go to sleep and startover,positive,,,
RopeBairrington,I'd rather die alone than fight with someone I love.,positive,,,
Mamemimomu21,I'd rather kill myself than commit suicide...,negative,,,
_CoryNation,Idc gym tm been enough days from it cause of busy days & this stupid storm I'm gonna kill myself tm in the gym I have a feeling,negative,,,
Kelly_Nicoletto,"idk man, when guys look at my body and make comments they say ""its a compliment"" or ""just being flirty"" but that makes me want you to die",negative,,,
iyanamichelle,Idk what to do with myself now that I've finished Sons of Anarchy. Am I ready to jump into another show? Can I let my hurt go?,positive,,,
bburks15,If @cantstopanth2 snapchats me one more time of him stroking or touching himself I will kill myself,negative,,,
jpg_adrian,if @SPObabbby doesn't notice me one day I'll hate my life forever. end of story,negative,,,
kennybaldwin61,If a man rats he's better off dead,negative,,,
FeyComfort,If an unexamined life is not worth living then an undiscovered life is wasted living.,negative,,,
EmmaDerps,If every living thing dies alone what am I doing here,negative,,,
waykeemusic,If I carry on the way I am I'm going to die alone,negative,,,
Madame_Molly,If I caught my bloke cheatin & he just cut out with no shits given. I can't lie I would be borderline suicidal. That is so deep! Poor Jackie,negative,,,
x__FuckinnLegit,"If I commit suicide, I'll write your name all over my letter @ArianaGrande and let the world know how you didn't follow me back.",negative,,,
Randy_Aprizal,"If I could go with you in the dream, I will continue to sleep forever.",positive,,,
thinlywishes,"if i could sleep forever, i could forget everything",negative,,,
JaynotBae,if I die tonight you can use my geo study guide as the suicide letter -.- #hatethiscourse,negative,,,
DonovanTweeted,"If I don't end up living in California one day my life will be a disappointment I love it there, and love visiting",positive,,,
camrynmiller14,If I don't kill myself bc of this biology paper tonight it'll be a miracle,negative,,,
Cornejo_16,"If I ever commit suicide due to stress & my life being a wreck, my goodbye letter will be in perfect MLA format.",negative,,,
raeof_sunshinee,If I get this job I'll seriously be the happiest girl in the world   So tired of living on Marshall's shitty hours,negative,,,
forever_JASSS,if I go to sleep mad most likely ima wake up mad,negative,,,
eelserp,if I kill myself will I still get a bad grade for not doing homework,negative,,,
OficiallyHood_,"If I killed myself and put people name in My suicide letter, they would feel terrible.",negative,,,
GraceHJones1,"If I wanted to kill myself, I'd climb to the top of your ego and jump down to your IQ.",negative,,,
brookeyv_,If I was able to just close my eyes and go to sleep I would be forever grateful to the world,negative,,,
Sriracha_Queen,"If I was sentenced to life in prison, I would just kill myself, ain't no way in hell I'd spend the rest of my life caged up.",negative,,,
madschmauch,"If I were a serial killer I'd call myself the suspense so my victims can say ""the suspense is killing me"" then we'd laugh and I'd kill them.",negative,,,
JALEXBB,if i would give you my suicide letter and walk away.. would you torn it and never let me go...?,negative,,,
GKayBee695,If I'm pretending to be asleep you'll never be able to wake me up. #takeahint,negative,,,
bziede96,"If it ain't worth dying for, its certainly not worth living for",negative,,,
roger_ernesto,If it's loving you I'm better off dead.,positive,,,
SolBolton,If my life doesn't turn out to be like Sex and The City then I might as well end it now!,negative,,,
Erin_Kronell,If my mom could here the things i say under my breath as shes telling at me i would srsly be dead,negative,,,
True_blonde_,If my mom new who I really was I'd be dead,negative,,,
esmefallows,"If my suicide note simply reads: 'toothache', people would get it, right? Owwwwww",negative,,,
rebeccagooler,"If the only place where I could see you was in my dreams, I'd sleep forever.",negative,,,
Imspicer,"If there's one place I never want to see before I die, that place would be Holton, Kansas.",negative,,,
scubastuu,"If yer no drinking dug like me and ma mate @NewYearNewMorgz, yer life's not worth living #hereIam",negative,,,
cn_evans,"If you ain't got two kids by 21, you're proly gonna die alone",negative,,,
TheJoshHutson,If you don't have brooneye on snapchat your life is not worth living,negative,,,
meinsterkrank,If you don't miss me then you're better off without me.,negative,,,
AyuNrFitriaDewi,"If you love me only in my dreams, let me be a sleep forever(????) ##You",positive,,,
latefully,if you make fun of self harm or suicide just know that you've made me want to personally beat the hell out of you,positive,,,
JonathanAThomas,If you plan on committing suicide you need to think about other people then your self its selfish to commit suicide.,negative,,,
OrchykTristan,"If you want to die to be closer to your god, you're not doing religion right.",negative,,,
becca_alice321,If you want to leave my life I'm not begging you to stay because I promise you're better off without me.,negative,,,
abdull_abukar,If your love of your life breaks up with you & wants you to be friends--> is like having your dog die & your mom saying u can still keep it,positive,,,
HellenCristobal,"If youre not doing the things that you love, then your life is not worth living. What are you here for?",positive,,,
TaslimaMubarak,"If youre not doing the things that you love, then your life is not worth living. What are you here for?",positive,,,
Imperfected_Dee,I'll be dead ass wrong if I go up there,negative,,,
youcancallmejuh,I'll be so dead in the morning! I need sleep!!!!,positive,,,
Yung_Shinichi,I'll give you something to die for because you are not worth living for,negative,,,
NickJackson122,I'll kill myself if I don't get the #W on #MYTEAM,negative,,,
HbdShouq,"I'll tell you,I will LOVEYOU to the end of my life and i will never forget our memories together,keep smiling ????~ @Shouuqqq",negative,,,
KatalinTP,I'm a taxpayer & value the job other teachers provide my kids. We are worth it. Not even cost of living offered. @cheong_andy @glenhansman,negative,,,
_lovely_lay,I'm Abouta go to sleep my cousin takes forever,negative,,,
bemy_bellisario,I'm actually gonna be dead tomorrow ew,negative,,,
oliveirakim85,I'm at the point where I'm in a hurry to know what the hell is at the end point of my life and who lasts that long to see it with me,negative,,,
BeyonddSadness,I'm basically thinking about what I should put in my suicide note,negative,,,
pcter_pxn,I'm better off dead without you.. @flxwcr,negative,,,
jeremy_drabek,"I'm better off dead, some body feel my head up with lead.",negative,,,
SeanHebb,"Im better off dead, somebody fill my head up with lead.",negative,,,
wrowg,I'm better off dead. I'm better off dead. I'm better off.,negative,,,
ileeneivy_,I'm better off without you and you're better off without me.,negative,,,
dinokto,I'm better off without you and you're better off without me.,negative,,,
jaaader__,"im better off without you baby, how does it feel without me baby? im gettin stronger without youuuuu babyy.",negative,,,
2RudeT,I'm Do Or Die Dope ; && you can make the sticker sittin in the door of my phantom ya suicide note,negative,,,
hailipherperez,I'm dying on the inside. Ready to jump out of this car so I don't have to listen to this crap :///,negative,,,
julimuffn,I'm famished though. This is my suicide note.,negative,,,
jyorc,I'm going to die alone,negative,,,
QAbsalom,I'm going to die alone,negative,,,
EquitumNA,I'm going to die penniless and alone because of headset hair,negative,,,
katlyngrondin,I'm going to hide in my room and read and sleep for the rest of forever,negative,,,
AngelWithScar,I'm going to sleep and I wish I never wake up again :(,negative,,,
watchingcIouds,im going to sleep i hope i never wake up ever please pelase please,negative,,,
OllieBabu,I'm going to vomit and kill myself,negative,,,
J_Legendary25,I'm gonna be dead at work smh..I need to sleep but I can't,negative,,,
marissanreed5,I'm gonna cry like I haven't slept in forever & the people in my house won't leave me alone long enough to sleep.,negative,,,
trippy_desss,I'm gonna die alone,negative,,,
Blades_SH_Music,"I'm gonna die alone. I don't deserve happiness, so what's the point in staying alive",negative,,,
jocvlyn,IM GONNA FUCKING KILL MYSELF https://twitter.com/jdbcxll/status/437737770061021185 …,negative,,,
emmypetsxo,I'm gonna kill myself in this classroom,negative,,,
ziecurran,i'm gunna go to sleep forever,negative,,,
_tarasiobhann,"im having one of those little crises where i keep thinking ""oh god what if i die alone and never have kids will my parents be ashamed""",negative,,,
CortneeHudson,I'm honestly sick & tired of living so far away. I can't stand it.,negative,,,
BobYarrow,"I'm in Plato's Closet with 17 listening to Nickelback.
This is my suicide note.",negative,,,
onemoreblink,"I'm just a waste of your time, maybe I'm better off dead",negative,,,
henriqerodrigo,"I'm just a waste of your time, maybe I'm better off dead",negative,,,
Cass_per_,"I'm just about tired of living life at the ""normal"" speed.",negative,,,
goodnighthalsey,im just going to accept the fact that no boy will ever love me and that im going to die alone,negative,,,
melodysepehrar,i'm just going to go to sleep....forever....,negative,,,
glosong_,Im just gonna go to sleep forever bc this is shit,negative,,,
mclomaniac,I'm just gonna go to sleep. Hopefully forever cause there's no point in living anymore. I'm just a waste of space and oxygen.,negative,,,
mxlindv_,"I'm just gonna move on, I know you're better off without me & I'm better off without you.",negative,,,
idk_savannah_,I'm literally about to kill myself. Stahp,negative,,,
ThatxGuyxRO,I'm living my life like the end is approaching,negative,,,
MandyFulton71,"I'm moving guys if your reading this, this is my suicide note lmao",negative,,,
ladmilk,I'm never going to bed early again. I always wake up at midnight.. goddamnit,negative,,,
BushraMehwish,I'm never wake up for work tomorrow... Joke is I don't even want too!! #mondayhasmelike,negative,,,
Keishaaah,"I'm not gone lie. After the first time, I tried to commit suicide. I hated my life. I hated what I had to go through.",negative,,,
depressed_minds,"I'm not suicidal, If I wanted to be dead I would've killed myself already. Fucktards.",negative,,,
lizweimerrr,I'm not working one shift this weekend so basically I'll just go kill myself now,negative,,,
calcashin666,"i'm only awake for this horrors announcement, if it's not along at about 12 expect me to go to sleep forever",negative,,,
sillyfatty,I'm probably going to kill myself really soon literally just waiting for my suicidal feelings to go from half joking to not joking at all,negative,,,
sillyfatty,I'm probably going to kill myself really soon literally just waiting for my suicidal feelings to go from half joking to not joking at all,negative,,,
nikk_wise8,im probally gonna die alone lmao,negative,,,
musketon,I'm ready for my first expo at the @AloftBrussels tomorrow. First I'm going to jump on this bed pic.twitter.com/U7dkPGhpPV,positive,,,
realwillsanchez,I'm ready to go to sleep forever,positive,,,
hvoppedal,I'm ready to jump in the trunk and come with you to Kentucky! ;) @MorganxArcher,positive,,,
Tina28_,I'm ready to jump of the cliff now,positive,,,
iNoryAlvarado,"I'm ready to JUMP!!!!
=D",positive,,,
_ambvrr,I'm really tired of living,negative,,,
SararoSchafer,"I'm sick and tired of driving with shoes on, walking with shoes on, and living life with shoes and socks on. #barefootseason hurry up.",negative,,,
cheyenneleemua,I'm sick and tired of living with drunks.,negative,,,
swiftthalsey,I'm sick of people tweeting a picture with the caption 'my suicide letter' and then 'you opened which means you care' as the picture idek,negative,,,
Payhuffman,Im sick of ppl telling me how to run my life.I can make my own decisions. Ik wht I can and can't do. At the end of day.its my life.Not urs.,negative,,,
sheishatoria,I'm so dead  but that be that truth,negative,,,
ThePrettyHomie,"I'm so ready to go home, jump in the bed with babe & watch a movie",positive,,,
suicidal_lifee,I'm so stupid,negative,,,
Samheezy1,I'm so tired I can sleep forever,negative,,,
k__barker,I'm so tired of living here,negative,,,
browningtarynn,"Im so tired of living here and doing the same thing every day, sit here and watc tv. It really shows who my true friends are.. No one.",negative,,,
tha_namez_shea,I'm so tired of living here... Can I be in college now,negative,,,
MGL____,Im so tired of living in this fcking shitty ass place.,negative,,,
TheAsianJim,i'm so tired of living like this,negative,,,
vonnienlee,I'm so tired of living under everybody else's schedule and rules.,negative,,,
meganbattista98,I'm soo tired of living this way  I honestly can't wait to move out .,negative,,,
startedat146,I'm sorry to everybody I talk to. I love all of you. Please stay strong. You're better off without me.,positive,,,
martinezz2990,I'm sorry you feel so alone .. I don't wanna see you alone your better off without me,negative,,,
somethinlikejay,I'm sorry you made it clear that your better off without me,negative,,,
Lexy_Watters12,I'm starting to think you would be better off without me in ur life,negative,,,
tony_big_cash53,I'm still mad at myself that the nigga that kill carlos didn't die,negative,,,
kaywhxtever,"I'm such a failure in life 
Everyone is better off without me
Nothing will matter",negative,,,
NachoFlores_DG,I'm such a fucking loner #looser #killmyself,negative,,,
odurodavid,"I'm suicidal, so don't stand near me,oh God",negative,,,
jynacide,I'm sure ya get tired of my same every day updates. I living groundhogs day,negative,,,
HaydennDent,Im tired of hearing people yell in the living room. Youre three feet away from each other for fucks sake.,negative,,,
AmandaaVogle,I'm tired of hurting. I'm tired of living like this. I can't do it anymore. I need a way out.,negative,,,
thaiss_cabral,im tired of living,negative,,,
lovely_relapse,I'm tired of living,negative,,,
JoannaMansini,I'm tired of living at home,negative,,,
BBenji761,"I'm tired of living day to day like everything's alright, every night just one thing on my mind",negative,,,
ShortyyDaPimpp,Im tired of living day to day... like everythings alright,negative,,,
_schoolboyblu,I'm tired of living fucked Up I'm tired of living bad,negative,,,
AlohaCrishell,I'm tired of living here.,negative,,,
alenadafaggott_,I'm tired of living here.,negative,,,
dickerso1840,im tired of living im tired of laughting im tired of crying but most of all im just tired to be tired :( badenglishiknow,negative,,,
Keyyyonnnntayyy,I'm tired of living in Minnesota.,negative,,,
NessaMochaLatte,I'm tired of living in the wrong country,negative,,,
IAmTorrez,I'm tired of living in this world already.,negative,,,
AveryAlayna,I'm tired of living life like a basic civilian,negative,,,
Sav_Edmonds2,I'm tired of living like a blind man,negative,,,
TyNiTank_TNT,I'm tired of living 'limited' #TEAMTYNI,negative,,,
jstick214,"Im tired of living off my parents. Like, I like getting money whenever I want but it won't help me later on in life. Im getting a job",negative,,,
Al_Zaffino,I'm tired of living paycheck to paycheck,negative,,,
adrianleevaldez,"I'm tired of living that life, I'm glad I decided to throw it all away #feelingbetter",negative,,,
Melaninroyal_ty,I'm tired of living the life that I live .,negative,,,
__HWC,I'm tired of living the same ole life I'm thankful for it,negative,,,
Devon412,I'm tired of living this fast food life..,negative,,,
rosieswagger,"I'm tired of living this life I suffer so much , people make me suffer so much . I've been through so much shit :(",negative,,,
atlarep_,I'm tired of living under so many rules..,negative,,,
AubreyOntheRise,Im tired of people talking and they aint living what they talkin yall some bunch of make believers,negative,,,
ThomasCortinas,"Im tired of the way things are with society now. Everyone's struggling to make a living for the Family, and the fortunate dont know about it",negative,,,
taylor_guzman,I'm tired of you complaining about your life. Stop looking at the bad things and think of how blessed you are to be living another great day,negative,,,
Suicide_gawd,"I'm Tryna impregnate ya mouth, ya face, ya chest, ya ass",negative,,,
haiderouf,I'm uploading tweets like this cuz im tired of living behind a smiling mask.,negative,,,
Watch_Me_Ball,Ima End Up Being Single For The Rest Of My Life,positive,,,
_Zaee_,Imma do what I want with my life cause at the end I'm the one that's gotta die with it,negative,,,
MontagShakur,"In a moment of weakness, I gave into the hype and ate that Fritos sub. This is my suicide note.",negative,,,
keetherealOG,"In all seriousness , you're born alone , you die alone.",negative,,,
ivythough,in the mood to go to sleep forever,negative,,,
madiicita,In the mood to just go to sleep forever,negative,,,
dchappell21,Internet has gone entirely down. Life is not worth living. Fuck you talk talk. Fuck you.,negative,,,
Geekwhisper82,Is it bad that I just restarted work and I am already ready to jump off a bridge,negative,,,
Maaaggiex3,Is life worth living if you're not loved?,negative,,,
_tomlinsdrug,"Is this end ? HEEEEEEEY
You were the love of my life darkness the light this is the portrait of the tortured you and I",positive,,,
Elg_lyric_bot,"it  would ends when giving it up
????????????????

?Your way of my life?",negative,,,
utahwitch,It doesn't feel like it's my home. I'm still living out of boxes. So tired of feeling alone and not being alone.,negative,,,
mephiztopheleze,it enters 'public domain' at that point. i don't actually mind all my pictures going PD. i'll be dead @YaThinkN @jonkudelka @johnshakespeare,negative,,,
jerilynnicoleee,It felt like it took me forever to go to sleep.,negative,,,
savanna_eden,it is SO FRUSTRATING watching someone commit suicide & knowing there is nothing you can do to stop them.,negative,,,
xsamco,It isn't hard to cut out negative things from my life. Say goodbye. I'm done being fucked over by you. That was the end.,negative,,,
CaptinBossPants,It never fails. I can never take a nap in the room & nashely not find a way to wake me up.,negative,,,
accio_kigh,it never used to hurt before it isn't funny anymore feeling so alone now funny how you wish some way that you could die at the hospital,negative,,,
MerkzMula,It really is a born alone die alone world we just gotta make sure we get the most out of it,negative,,,
jchryss,it seems like Revis made it too easy to be cut by the Bucs.  Better draft pick and no cap dead $  cudos to @Bucs #Jetstwitter #Jetsnation,negative,,,
___LilBittyShay,It take me forever to go to sleep.,negative,,,
mkayebb,It takes me like 5 hours to work out.. I sit and end up thinking about my life. Life is why I'm getting pudgy.,negative,,,
yoshiposhi,It took forever to go to sleep cause his loud ass and his old ass friends wanted to sit in the living room gossiping like fucking teenagers,negative,,,
StirlingChapel,It took me 30 yrs to move from stupid and often #suicidal to a loving committed partnership. Memoir free on Amazon: http://tinyurl.com/ChapelBook ,negative,,,
mclovingggggg,It took me forever to go to sleep last night,negative,,,
7threetimes,It took me forever to go to sleep last night,negative,,,
TimothyChutes,It was weird noticing my suicidal ideation went from being cause by depression to being cause by frustration.,negative,,,
Jeannettee__,"It will hurt me to just go, but it seems like you'd be better off without me.",negative,,,
OllyNoack,"It’s pointless to sit around and dream about things that could “never” happen, when you can just wake up and make things happen.",negative,,,
JacynthPietrzyk,"It’s pointless to sit around and dream about things that could “never” happen, when you can just wake up and make things happen.",negative,,,
MaxiField,"It’s pointless to sit around and dream about things that could “never” happen, when you can just wake up and make things happen.",negative,,,
hellnodemetria,its 1am and i just finished watching the walking dead i cant wait for the next episode to be up dgvjhbsdjvnsldvns,positive,,,
pauliimorales12,It's almost 5:00 p.m & I'm still at school. I want to go home  Because of school I couldn't see the Brit Awards.  leave me alone to die.,negative,,,
claireadactyl,"It's even sadder to think how many people attempt suicide and are made fun of for it, but when the plan goes through we all cry and mourn",positive,,,
bulimic_kitty,It's just best that I leave everyone alone. Everyone is better off without me.,negative,,,
tylerstanley13,It's kinda annoying how everyone tweets suicidal thoughts by biggie smalls  that's probably the only song you know by him,negative,,,
LiamEdwards0,"It's my birthday. I always feel like it's never really my actual birthday until I go sleep and wake up though, is this just me? #21 #old",negative,,,
SYLVS4U,it's my life it never ends,negative,,,
juansebg,"Its my life, don't you forget, its my life, it never ends.",negative,,,
KevinLSchwartz,"It's none of my business how you build your fake account. But pro-tip: if you're posting an emo ""suicide note,"" don't do it as your profile.",negative,,,
